PdmarticleID;Bezeichnung;Produktfamilie;"Produktfamilie kurz";Produkttyp;Mediumstemperatur;Ansteuerung;"Arbeitsbereich Y";Kommunikation;"Notstellposition (POP) stromlos";"Laufzeit Motor";"Stellzeit Motor";Stellkraft;Hilfsschalter;Nennspannung;Nenndrehmoment;"Schutzart IEC/EN";Datenblattname;"Datenblatt PDF";3432;"Produktbild 4c/bw";DN;PN;"Zulässiger Druck ps";"Schliessdruck Δps";"Differenzdruck ∆pmin Wert";"Differenzdruck Δpmax Wert";kvs;"kvs (Sequenz I)";"kvs (Sequenz II)";kvmax;"kv variabel";"kvs theor.";"kv (Werkseinstellung)";"Vnom [l/s]";"Vnom [l/min]";"Vnom [l/h]";Vmaxpos1;Vmaxpos2;Vmaxpos3;"Vmax ger.";"Leckrate Regelpfad";"Anzahl Rohranschlüsse";"Rohranschluss Typ";Messstutzen;Medien;"Anwendung Ventil";"Elektrisches Zubehör";"Mechanisches Zubehör";V0;V1;Versions-Nr;Pfad
61670;R3015-BL1;Umschaltkugelhahn;KH;Ventil;-10...100°C;;;;;;;;;;;;R3..-BL..;R3..-BL.._datasheet_de-ch.pdf;;PIC_EU_R3-neueCCV_01_SW.jpg;15;16;1600 kPa;500 kPa;;350 kPa;5.5 m³/h;;;;;;;;;;;;;;"Leckrate A, luftblasendicht (EN 12266-1)";3-Weg;Innengewinde;;Wasser;Umschaltventil;;ZR2315;;;322;"EU\Produkte\Wasseranwendungen\Drehsortiment Ventile\Umschalt-Kugelhahnen\Innengewinde, 3-Weg, L-Bohrung\DN 15\"
5303;D625N;Drosselklappe;BFV;Ventil;-20...120°C;;;;;;;;;;;;D6..N;D6..N_datasheet_de-ch.pdf;;PIC_EU_D6..N_black_4C.jpg;25;"6 / 10 / 16";1600 kPa;;;2.5 kPa;;;;45 m³/h;;;;;;;;;;;"Leckrate A, dicht (EN 12266-1)";2-Weg;Flansch;;Wasser;Absperrventil;ZR24-F05;ZD6N-S100|ZD6N-H100;;;319;"EU\Produkte\Wasseranwendungen\Drehsortiment Ventile\Drosselklappen\Wafer-Type, 2-Weg, PN16\D6..N\"
61663;R3025-S2;Umschaltkugelhahn;KH;Ventil;-10...120°C;;;;;;;;;;;;R3..-S..;R3..-S.._datasheet_de-ch.pdf;;PIC_EU_R3-neueCCV_01_SW.jpg;25;16;1600 kPa;1400 kPa;;1000 kPa;26 m³/h;;;;;;;;;;;;;;"Leckrate A, luftblasendicht (EN 12266-1)";3-Weg;Innengewinde;;Wasser;Umschaltventil;;ZR2325;;;312;"EU\Produkte\Wasseranwendungen\Drehsortiment Ventile\Umschalt-Kugelhahnen\Innengewinde, 3-Weg, T-Bohrung\DN 25\"
5304;D632N;Drosselklappe;BFV;Ventil;-20...120°C;;;;;;;;;;;;D6..N;D6..N_datasheet_de-ch.pdf;;PIC_EU_D6..N_black_4C.jpg;32;"6 / 10 / 16";1600 kPa;;;4 kPa;;;;55 m³/h;;;;;;;;;;;"Leckrate A, dicht (EN 12266-1)";2-Weg;Flansch;;Wasser;Absperrventil;ZR24-F05;ZD6N-S100|ZD6N-H100;;;307;"EU\Produkte\Wasseranwendungen\Drehsortiment Ventile\Drosselklappen\Wafer-Type, 2-Weg, PN16\D6..N\"
5307;D665N;Drosselklappe;BFV;Ventil;-20...120°C;;;;;;;;;;;;D6..N;D6..N_datasheet_de-ch.pdf;;PIC_EU_D6..N_black_4C.jpg;65;"6 / 10 / 16";1600 kPa;;;7 kPa;;;;180 m³/h;;;;;;;;;;;"Leckrate A, dicht (EN 12266-1)";2-Weg;Flansch;;Wasser;Absperrventil;ZR24-F05;ZD6N-S100|ZD6N-H100;;;307;"EU\Produkte\Wasseranwendungen\Drehsortiment Ventile\Drosselklappen\Wafer-Type, 2-Weg, PN16\D6..N\"
5146;H611S;Hubventil;H;Ventil;5...150°C;;;;;;;;;;;;H6..S;H6..S_datasheet_de-ch.pdf;;PIC_EU_H6..S-neutral_01_4C.jpg;15;16;1600 kPa;;;;0.63 m³/h;;;;;;;;;;;;;;"max. 0.05% vom kvs-Wert";2-Weg;Flansch;;Wasser|Dampf;Regelventil;;;;;273;"EU\Produkte\Wasseranwendungen\Hubsortiment Ventile\PN16, Flansch\2-Weg\S\DN 15\"
101249;SV24A-MP-TPC;Hubantrieb;;Antrieb;;stetig|kommunikativ;DC 2...10 V;MP-Bus;;;"150 s / 20 mm";1500 N;;AC/DC 24 V;;IP54;SV24A-MP-TPC;SV24A-MP-TPC_datasheet_de-ch.pdf;;PIC_EU_SV24A-MP-TPC_01_4C.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;S2A-H|ZK1-GEN|ZK2-GEN|ZN230-24MP|ZFP2-MP;;;;347;"EU\Produkte\Wasseranwendungen\Hubsortiment Antriebe\Standardantriebe\SV..A (1500N)\stetig, MP\AC/DC 24 V\"
5305;D640N;Drosselklappe;BFV;Ventil;-20...120°C;;;;;;;;;;;;D6..N;D6..N_datasheet_de-ch.pdf;;PIC_EU_D6..N_black_4C.jpg;40;"6 / 10 / 16";1600 kPa;;;7 kPa;;;;70 m³/h;;;;;;;;;;;"Leckrate A, dicht (EN 12266-1)";2-Weg;Flansch;;Wasser;Absperrventil;ZR24-F05;ZD6N-S100|ZD6N-H100;;;308;"EU\Produkte\Wasseranwendungen\Drehsortiment Ventile\Drosselklappen\Wafer-Type, 2-Weg, PN16\D6..N\"
101255;NV24ALON;Hubantrieb;;Antrieb;;kommunikativ;;"LON (FTT-10A)";;;"150 s / 20 mm";1000 N;;AC/DC 24 V;;IP54;NV24ALON;NV24ALON_datasheet_de-ch.pdf;;PIC_EU_NV24ALON_01_4c.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;ZK1-GEN|ZK2-GEN;;;;333;"EU\Produkte\Wasseranwendungen\Hubsortiment Antriebe\Standardantriebe\NV..A (1000N)\stetig, LON\AC/DC 24 V\"
5147;H612S;Hubventil;H;Ventil;5...150°C;;;;;;;;;;;;H6..S;H6..S_datasheet_de-ch.pdf;;PIC_EU_H6..S-neutral_01_4C.jpg;15;16;1600 kPa;;;;1 m³/h;;;;;;;;;;;;;;"max. 0.05% vom kvs-Wert";2-Weg;Flansch;;Wasser|Dampf;Regelventil;;;;;276;"EU\Produkte\Wasseranwendungen\Hubsortiment Ventile\PN16, Flansch\2-Weg\S\DN 15\"
101257;NVK24A-SZ-TPC;SuperCap-Hubantrieb;;Antrieb;;stetig;DC 0.5...10 V;;"NC / NO";;"150 s / 20 mm";1000 N;;AC/DC 24 V;;IP54;NVK24A-SZ-TPC;NVK24A-SZ-TPC_datasheet_de-ch.pdf;;PIC_EU_NVK24A-SZ-TPC_01_4C.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;S2A-H;;;;301;"EU\Produkte\Wasseranwendungen\Hubsortiment Antriebe\SuperCap-Antriebe (inkl. Schnellläufer)\NVK..A (1000N)\stetig\AC/DC 24 V\"
61671;R3020-BL2;Umschaltkugelhahn;KH;Ventil;-10...100°C;;;;;;;;;;;;R3..-BL..;R3..-BL.._datasheet_de-ch.pdf;;PIC_EU_R3-neueCCV_01_SW.jpg;20;16;1600 kPa;500 kPa;;350 kPa;11 m³/h;;;;;;;;;;;;;;"Leckrate A, luftblasendicht (EN 12266-1)";3-Weg;Innengewinde;;Wasser;Umschaltventil;;ZR2320;;;305;"EU\Produkte\Wasseranwendungen\Drehsortiment Ventile\Umschalt-Kugelhahnen\Innengewinde, 3-Weg, L-Bohrung\DN 20\"
61664;R3032-S3;Umschaltkugelhahn;KH;Ventil;-10...120°C;;;;;;;;;;;;R3..-S..;R3..-S.._datasheet_de-ch.pdf;;PIC_EU_R3-neueCCV_01_SW.jpg;32;16;1600 kPa;1400 kPa;;1000 kPa;32 m³/h;;;;;;;;;;;;;;"Leckrate A, luftblasendicht (EN 12266-1)";3-Weg;Innengewinde;;Wasser;Umschaltventil;;ZR2332;;;312;"EU\Produkte\Wasseranwendungen\Drehsortiment Ventile\Umschalt-Kugelhahnen\Innengewinde, 3-Weg, T-Bohrung\DN 32\"
5302;R3015-1P3-1P3-B2;Regelkugelhahn;6-Weg-RKH;Ventil;6...80°C;;;;;;;;;;;;R30..-..-..-B2;R30..-..-..-B2_datasheet_de-ch.pdf;;PIC_EU_R3015..-B2_02_4C.jpg;15;16;1600 kPa;;;100 kPa;;1.3 m³/h;1.3 m³/h;;;;;;;;;;;;"Leckrate A, luftblasendicht (EN 12266-1)";6-Weg;Innengewinde;;Wasser;Regelventil;;ZR-004|ZR2315;;;346;"EU\Produkte\Wasseranwendungen\Drehsortiment Ventile\Regel-Kugelhahnen\Innengewinde, 6-Weg\DN 15\"
4782;TRF24-2;Federrücklauf-Drehantrieb;;Antrieb;;3-Punkt;;;NC;"90 s";;;;AC 24 V;2.5 Nm;IP42;TRF24-2;TRF24-2_datasheet_de-ch.pdf;;PIC_EU_TRF-neutral_02_4C.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;338;"EU\Produkte\Wasseranwendungen\Drehsortiment Antriebe\Federrücklaufantriebe\TRF.. (2.5 Nm)\Kugelhahn-Linkage\3-Punkt\AC/DC 24 V\"
61667;R3040-S3;Umschaltkugelhahn;KH;Ventil;-10...120°C;;;;;;;;;;;;R3..-S..;R3..-S.._datasheet_de-ch.pdf;;PIC_EU_R3-neueCCV_01_SW.jpg;40;16;1600 kPa;1400 kPa;;1000 kPa;31 m³/h;;;;;;;;;;;;;;"Leckrate A, luftblasendicht (EN 12266-1)";3-Weg;Innengewinde;;Wasser;Umschaltventil;;ZR2340;;;313;"EU\Produkte\Wasseranwendungen\Drehsortiment Ventile\Umschalt-Kugelhahnen\Innengewinde, 3-Weg, T-Bohrung\DN 40\"
5306;D650N;Drosselklappe;BFV;Ventil;-20...120°C;;;;;;;;;;;;D6..N;D6..N_datasheet_de-ch.pdf;;PIC_EU_D6..N_black_4C.jpg;50;"6 / 10 / 16";1600 kPa;;;10 kPa;;;;90 m³/h;;;;;;;;;;;"Leckrate A, dicht (EN 12266-1)";2-Weg;Flansch;;Wasser;Absperrventil;ZR24-F05;ZD6N-S100|ZD6N-H100;;;308;"EU\Produkte\Wasseranwendungen\Drehsortiment Ventile\Drosselklappen\Wafer-Type, 2-Weg, PN16\D6..N\"
101250;SVC24A-MP-TPC;Hubantrieb;;Antrieb;;stetig|kommunikativ;DC 2...10 V;MP-Bus;;;"35 s / 20 mm";1500 N;;AC/DC 24 V;;IP54;SVC24A-MP-TPC;SVC24A-MP-TPC_datasheet_de-ch.pdf;;PIC_EU_SVC24A-MP-TPC_01_4C.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;S2A-H|ZK1-GEN|ZK2-GEN|ZN230-24MP|ZFP2-MP;;;;332;"EU\Produkte\Wasseranwendungen\Hubsortiment Antriebe\Schnellläufer-Antriebe\SVC..A (1500N)\stetig, MP\AC/DC 24 V\"
4777;TR230-3;Drehantrieb;;Antrieb;;3-Punkt;;;;"105 s";;;;AC 230 V;2 Nm;IP40;TR230-3;TR230-3_datasheet_de-ch.pdf;;PIC_EU_TR24_01_4C.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;287;"EU\Produkte\Wasseranwendungen\Drehsortiment Antriebe\Standardantriebe\TR.. (2 Nm)\Kugelhahn-Linkage\3-Punkt\AC 230 V\"
101258;NVKC24A-SZ-TPC;SuperCap-Hubantrieb;;Antrieb;;stetig;DC 0.5...10 V;;"NC / NO";;"35 s / 20 mm";1000 N;;AC/DC 24 V;;IP54;NVKC24A-SZ-TPC;NVKC24A-SZ-TPC_datasheet_de-ch.pdf;;PIC_EU_NVKC24A-SZ-TPC_01_4C.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;S2A-H;;;;295;"EU\Produkte\Wasseranwendungen\Hubsortiment Antriebe\SuperCap-Antriebe (inkl. Schnellläufer)\NVKC..A (1000N)\stetig\AC/DC 24 V\"
4783;TRF24-2-O;Federrücklauf-Drehantrieb;;Antrieb;;3-Punkt;;;NO;"90 s";;;;AC 24 V;2.5 Nm;IP42;TRF24-2-O;TRF24-2-O_datasheet_de-ch.pdf;;PIC_EU_TRF-O-neutral_01_4C.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;334;"EU\Produkte\Wasseranwendungen\Drehsortiment Antriebe\Federrücklaufantriebe\TRF.. (2.5 Nm)\Kugelhahn-Linkage\3-Punkt\AC/DC 24 V\"
4787;TRF24-S-O;Federrücklauf-Drehantrieb;;Antrieb;;Auf-Zu;;;NO;"75 s";;;"1 x EPU";AC/DC 24 V;2.5 Nm;IP42;TRF24-S-O;TRF24-S-O_datasheet_de-ch.pdf;;PIC_EU_TRF24-S_01_4C.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;366;"EU\Produkte\Wasseranwendungen\Drehsortiment Antriebe\Federrücklaufantriebe\TRF.. (2.5 Nm)\Kugelhahn-Linkage\Auf-Zu\AC/DC 24 V\"
101282;NVK24A-MP-TPC;SuperCap-Hubantrieb;;Antrieb;;stetig|kommunikativ;DC 2...10 V;MP-Bus;"NC / NO";;"150 s / 20 mm";1000 N;;AC/DC 24 V;;IP54;NVK24A-MP-TPC;NVK24A-MP-TPC_datasheet_de-ch.pdf;;PIC_EU_NVK24A-MP-TPC_01_4C.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;S2A-H|ZK1-GEN|ZK2-GEN|ZN230-24MP|ZFP2-MP;;;;376;"EU\Produkte\Wasseranwendungen\Hubsortiment Antriebe\SuperCap-Antriebe (inkl. Schnellläufer)\NVK..A (1000N)\stetig, MP\AC/DC 24 V\"
101283;NVKC24A-MP-TPC;SuperCap-Hubantrieb;;Antrieb;;stetig|kommunikativ;DC 2...10 V;MP-Bus;"NC / NO";;"35 s / 20 mm";1000 N;;AC/DC 24 V;;IP54;NVKC24A-MP-TPC;NVKC24A-MP-TPC_datasheet_de-ch.pdf;;PIC_EU_NVKC24A-MP-TPC_01_4C.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;S2A-H|ZK1-GEN|ZK2-GEN|ZN230-24MP|ZFP2-MP;;;;361;"EU\Produkte\Wasseranwendungen\Hubsortiment Antriebe\SuperCap-Antriebe (inkl. Schnellläufer)\NVKC..A (1000N)\stetig, MP\AC/DC 24 V\"
5153;H624S;Hubventil;H;Ventil;5...150°C;;;;;;;;;;;;H6..S;H6..S_datasheet_de-ch.pdf;;PIC_EU_H6..S-neutral_01_4C.jpg;25;16;1600 kPa;;;;6.3 m³/h;;;;;;;;;;;;;;"max. 0.05% vom kvs-Wert";2-Weg;Flansch;;Wasser|Dampf;Regelventil;;;;;274;"EU\Produkte\Wasseranwendungen\Hubsortiment Ventile\PN16, Flansch\2-Weg\S\DN 25\"
61679;R6015R1-B1;Regelkugelhahn;RKH;Ventil;-10...100°C;;;;;;;;;;;;R6..Rxx-B..;R6..Rxx-B.._datasheet_de-ch.pdf;;PIC_EU_R6-neueCCV_01_SW.jpg;15;6;600 kPa;600 kPa;;100 kPa;1 m³/h;;;;;;;;;;;;;;"Leckrate A, luftblasendicht (EN 12266-1)";2-Weg;Flansch;;Wasser;Regelventil;;;;;301;"EU\Produkte\Wasseranwendungen\Drehsortiment Ventile\Regel-Kugelhahnen\Flansch, 2-Weg, PN 6\DN 15\"
5309;D6100N;Drosselklappe;BFV;Ventil;-20...120°C;;;;;;;;;;;;D6..N;D6..N_datasheet_de-ch.pdf;;PIC_EU_D6..N_black_4C.jpg;100;"6 / 10 / 16";1600 kPa;;;4 kPa;;;;580 m³/h;;;;;;;;;;;"Leckrate A, dicht (EN 12266-1)";2-Weg;Flansch;;Wasser;Absperrventil;ZR24-F05;ZD6N-S100|ZD6N-H100;;;313;"EU\Produkte\Wasseranwendungen\Drehsortiment Ventile\Drosselklappen\Wafer-Type, 2-Weg, PN16\D6..N\"
101278;NVK24A-SR-TPC;SuperCap-Hubantrieb;;Antrieb;;stetig;DC 2...10 V;;"NC / NO";;"150 s / 20 mm";1000 N;;AC/DC 24 V;;IP54;NVK24A-SR-TPC;NVK24A-SR-TPC_datasheet_de-ch.pdf;;PIC_EU_NVK24A-SR-TPC_01_4C.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;S2A-H;;;;301;"EU\Produkte\Wasseranwendungen\Hubsortiment Antriebe\SuperCap-Antriebe (inkl. Schnellläufer)\NVK..A (1000N)\stetig\AC/DC 24 V\"
5151;H619S;Hubventil;H;Ventil;5...150°C;;;;;;;;;;;;H6..S;H6..S_datasheet_de-ch.pdf;;PIC_EU_H6..S-neutral_01_4C.jpg;20;16;1600 kPa;;;;4 m³/h;;;;;;;;;;;;;;"max. 0.05% vom kvs-Wert";2-Weg;Flansch;;Wasser|Dampf;Regelventil;;;;;275;"EU\Produkte\Wasseranwendungen\Hubsortiment Ventile\PN16, Flansch\2-Weg\S\DN 20\"
101284;NVK24ALON;SuperCap-Hubantrieb;;Antrieb;;kommunikativ;;"LON (FTT-10A)";"NC / NO";;"150 s / 20 mm";1000 N;;AC/DC 24 V;;IP54;NVK24ALON;NVK24ALON_datasheet_de-ch.pdf;;PIC_EU_NVK24ALON_01_4C.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;ZK1-GEN|ZK2-GEN;;;;358;"EU\Produkte\Wasseranwendungen\Hubsortiment Antriebe\SuperCap-Antriebe (inkl. Schnellläufer)\NVK..A (1000N)\stetig, LON\AC/DC 24 V\"
4784;TRF24;Federrücklauf-Drehantrieb;;Antrieb;;Auf-Zu;;;NC;"75 s";;;;AC/DC 24 V;2.5 Nm;IP42;TRF24;TRF24_datasheet_de-ch.pdf;;PIC_EU_TRF24_01_4C.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;327;"EU\Produkte\Wasseranwendungen\Drehsortiment Antriebe\Federrücklaufantriebe\TRF.. (2.5 Nm)\Kugelhahn-Linkage\Auf-Zu\AC/DC 24 V\"
5154;H625S;Hubventil;H;Ventil;5...150°C;;;;;;;;;;;;H6..S;H6..S_datasheet_de-ch.pdf;;PIC_EU_H6..S-neutral_01_4C.jpg;25;16;1600 kPa;;;;10 m³/h;;;;;;;;;;;;;;"max. 0.05% vom kvs-Wert";2-Weg;Flansch;;Wasser|Dampf;Regelventil;;;;;273;"EU\Produkte\Wasseranwendungen\Hubsortiment Ventile\PN16, Flansch\2-Weg\S\DN 25\"
5155;H632S;Hubventil;H;Ventil;5...150°C;;;;;;;;;;;;H6..S;H6..S_datasheet_de-ch.pdf;;PIC_EU_H6..S-neutral_01_4C.jpg;32;16;1600 kPa;;;;16 m³/h;;;;;;;;;;;;;;"max. 0.05% vom kvs-Wert";2-Weg;Flansch;;Wasser|Dampf;Regelventil;;;;;274;"EU\Produkte\Wasseranwendungen\Hubsortiment Ventile\PN16, Flansch\2-Weg\S\DN 32\"
5324;R515;Umschaltkugelhahn;KH;Ventil;6...100°C;;;;;;;;;;;;R5..;R5.._datasheet_de-ch.pdf;;PIC_EU_R5_neutral_01_2C.jpg;15;16;1600 kPa;1400 kPa;;400 kPa;8.6 m³/h;;;;;;;;;;;;;;"Leckrate A, luftblasendicht (EN 12266-1)";3-Weg;Aussengewinde;;Wasser;Umschaltventil;ZR24-2;ZR4515;;;305;"EU\Produkte\Wasseranwendungen\Drehsortiment Ventile\Umschalt-Kugelhahnen\Aussengewinde, 3-Weg, T-Bohrung\DN 15\"
61676;R3040-BL3;Umschaltkugelhahn;KH;Ventil;-10...100°C;;;;;;;;;;;;R3..-BL..;R3..-BL.._datasheet_de-ch.pdf;;PIC_EU_R3-neueCCV_01_SW.jpg;40;16;1600 kPa;500 kPa;;350 kPa;14 m³/h;;;;;;;;;;;;;;"Leckrate A, luftblasendicht (EN 12266-1)";3-Weg;Innengewinde;;Wasser;Umschaltventil;;ZR2340;;;298;"EU\Produkte\Wasseranwendungen\Drehsortiment Ventile\Umschalt-Kugelhahnen\Innengewinde, 3-Weg, L-Bohrung\DN 40\"
4788;TRF24-SR;Federrücklauf-Drehantrieb;;Antrieb;;stetig;DC 2...10 V;;NC;"90 s";;;;AC/DC 24 V;2.5 Nm;IP42;TRF24-SR;TRF24-SR_datasheet_de-ch.pdf;;PIC_EU_TRF24-SR_01_4C.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;363;"EU\Produkte\Wasseranwendungen\Drehsortiment Antriebe\Federrücklaufantriebe\TRF.. (2.5 Nm)\Kugelhahn-Linkage\stetig\AC/DC 24 V\"
5152;H620S;Hubventil;H;Ventil;5...150°C;;;;;;;;;;;;H6..S;H6..S_datasheet_de-ch.pdf;;PIC_EU_H6..S-neutral_01_4C.jpg;20;16;1600 kPa;;;;6.3 m³/h;;;;;;;;;;;;;;"max. 0.05% vom kvs-Wert";2-Weg;Flansch;;Wasser|Dampf;Regelventil;;;;;271;"EU\Produkte\Wasseranwendungen\Hubsortiment Ventile\PN16, Flansch\2-Weg\S\DN 20\"
101279;NVKC24A-SR-TPC;SuperCap-Hubantrieb;;Antrieb;;stetig;DC 2...10 V;;"NC / NO";;"35 s / 20 mm";1000 N;;AC/DC 24 V;;IP54;NVKC24A-SR-TPC;NVKC24A-SR-TPC_datasheet_de-ch.pdf;;PIC_EU_NVKC24A-SR-TPC_01_4C.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;S2A-H;;;;298;"EU\Produkte\Wasseranwendungen\Hubsortiment Antriebe\SuperCap-Antriebe (inkl. Schnellläufer)\NVKC..A (1000N)\stetig\AC/DC 24 V\"
5156;H640S;Hubventil;H;Ventil;5...150°C;;;;;;;;;;;;H6..S;H6..S_datasheet_de-ch.pdf;;PIC_EU_H6..S-neutral_01_4C.jpg;40;16;1600 kPa;;;;25 m³/h;;;;;;;;;;;;;;"max. 0.05% vom kvs-Wert";2-Weg;Flansch;;Wasser|Dampf;Regelventil;;;;;267;"EU\Produkte\Wasseranwendungen\Hubsortiment Ventile\PN16, Flansch\2-Weg\S\DN 40\"
5308;D680N;Drosselklappe;BFV;Ventil;-20...120°C;;;;;;;;;;;;D6..N;D6..N_datasheet_de-ch.pdf;;PIC_EU_D6..N_black_4C.jpg;80;"6 / 10 / 16";1600 kPa;;;6 kPa;;;;300 m³/h;;;;;;;;;;;"Leckrate A, dicht (EN 12266-1)";2-Weg;Flansch;;Wasser;Absperrventil;ZR24-F05;ZD6N-S100|ZD6N-H100;;;303;"EU\Produkte\Wasseranwendungen\Drehsortiment Ventile\Drosselklappen\Wafer-Type, 2-Weg, PN16\D6..N\"
61677;R3050-BL3;Umschaltkugelhahn;KH;Ventil;-10...100°C;;;;;;;;;;;;R3..-BL..;R3..-BL.._datasheet_de-ch.pdf;;PIC_EU_R3-neueCCV_01_SW.jpg;50;16;1600 kPa;500 kPa;;350 kPa;24 m³/h;;;;;;;;;;;;;;"Leckrate A, luftblasendicht (EN 12266-1)";3-Weg;Innengewinde;;Wasser;Umschaltventil;;ZR2350;;;297;"EU\Produkte\Wasseranwendungen\Drehsortiment Ventile\Umschalt-Kugelhahnen\Innengewinde, 3-Weg, L-Bohrung\DN 50\"
61678;R6015RP63-B1;Regelkugelhahn;RKH;Ventil;-10...100°C;;;;;;;;;;;;R6..Rxx-B..;R6..Rxx-B.._datasheet_de-ch.pdf;;PIC_EU_R6-neueCCV_01_SW.jpg;15;6;600 kPa;600 kPa;;100 kPa;0.63 m³/h;;;;;;;;;;;;;;"Leckrate A, luftblasendicht (EN 12266-1)";2-Weg;Flansch;;Wasser;Regelventil;;;;;301;"EU\Produkte\Wasseranwendungen\Drehsortiment Ventile\Regel-Kugelhahnen\Flansch, 2-Weg, PN 6\DN 15\"
5310;D6125N;Drosselklappe;BFV;Ventil;-20...120°C;;;;;;;;;;;;D6..N;D6..N_datasheet_de-ch.pdf;;PIC_EU_D6..N_black_4C.jpg;125;"6 / 10 / 16";1600 kPa;;;4 kPa;;;;820 m³/h;;;;;;;;;;;"Leckrate A, dicht (EN 12266-1)";2-Weg;Flansch;;Wasser;Absperrventil;;ZD6N-S150|ZD6N-H150;;;301;"EU\Produkte\Wasseranwendungen\Drehsortiment Ventile\Drosselklappen\Wafer-Type, 2-Weg, PN16\D6..N\"
61675;R3032-BL3;Umschaltkugelhahn;KH;Ventil;-10...100°C;;;;;;;;;;;;R3..-BL..;R3..-BL.._datasheet_de-ch.pdf;;PIC_EU_R3-neueCCV_01_SW.jpg;32;16;1600 kPa;500 kPa;;350 kPa;15 m³/h;;;;;;;;;;;;;;"Leckrate A, luftblasendicht (EN 12266-1)";3-Weg;Innengewinde;;Wasser;Umschaltventil;;ZR2332;;;300;"EU\Produkte\Wasseranwendungen\Drehsortiment Ventile\Umschalt-Kugelhahnen\Innengewinde, 3-Weg, L-Bohrung\DN 32\"
61672;R3025-BL2;Umschaltkugelhahn;KH;Ventil;-10...100°C;;;;;;;;;;;;R3..-BL..;R3..-BL.._datasheet_de-ch.pdf;;PIC_EU_R3-neueCCV_01_SW.jpg;25;16;1600 kPa;500 kPa;;350 kPa;10 m³/h;;;;;;;;;;;;;;"Leckrate A, luftblasendicht (EN 12266-1)";3-Weg;Innengewinde;;Wasser;Umschaltventil;;ZR2325;;;304;"EU\Produkte\Wasseranwendungen\Drehsortiment Ventile\Umschalt-Kugelhahnen\Innengewinde, 3-Weg, L-Bohrung\DN 25\"
4785;TRF24-O;Federrücklauf-Drehantrieb;;Antrieb;;Auf-Zu;;;NO;"75 s";;;;AC/DC 24 V;2.5 Nm;IP42;TRF24-O;TRF24-O_datasheet_de-ch.pdf;;PIC_EU_TRF-O-neutral_01_4C.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;317;"EU\Produkte\Wasseranwendungen\Drehsortiment Antriebe\Federrücklaufantriebe\TRF.. (2.5 Nm)\Kugelhahn-Linkage\Auf-Zu\AC/DC 24 V\"
5315;D6350N;Drosselklappe;BFV;Ventil;-20...120°C;;;;;;;;;;;;D6..N;D6..N_datasheet_de-ch.pdf;;PIC_EU_D6..N_black_4C.jpg;350;"10 / 16";1600 kPa;;;1.5 kPa;;;;10900 m³/h;;;;;;;;;;;"Leckrate A, dicht (EN 12266-1)";2-Weg;Flansch;;Wasser;Absperrventil;;ZD6N-S350;;;300;"EU\Produkte\Wasseranwendungen\Drehsortiment Ventile\Drosselklappen\Wafer-Type, 2-Weg, PN16\D6..N\"
5311;D6150N;Drosselklappe;BFV;Ventil;-20...120°C;;;;;;;;;;;;D6..N;D6..N_datasheet_de-ch.pdf;;PIC_EU_D6..N_black_4C.jpg;150;"6 / 10 / 16";1600 kPa;;;2.5 kPa;;;;1600 m³/h;;;;;;;;;;;"Leckrate A, dicht (EN 12266-1)";2-Weg;Flansch;;Wasser;Absperrventil;;ZD6N-S150|ZD6N-H150;;;303;"EU\Produkte\Wasseranwendungen\Drehsortiment Ventile\Drosselklappen\Wafer-Type, 2-Weg, PN16\D6..N\"
4786;TRF24-S;Federrücklauf-Drehantrieb;;Antrieb;;Auf-Zu;;;NC;"75 s";;;"1 x EPU";AC/DC 24 V;2.5 Nm;IP42;TRF24-S;TRF24-S_datasheet_de-ch.pdf;;PIC_EU_TRF24-S_01_4C.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;363;"EU\Produkte\Wasseranwendungen\Drehsortiment Antriebe\Federrücklaufantriebe\TRF.. (2.5 Nm)\Kugelhahn-Linkage\Auf-Zu\AC/DC 24 V\"
